FID,COUNT,LISTED_TAX,SCIENTIFIC,COMMON_NAM,Shape__Area,Shape__Length
1174,5,1828,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",7864071143.60938,1493842.18052906
1174,5,76211,Lachnagrostis adamsonii,"Adamson's Blown-grass, Adamson's Blowngrass",7864071143.60938,1493842.18052906
1175,5,1001,Botaurus poiciloptilus,Australasian Bittern,4885990913.48438,785701.476506878
1175,5,906,Pedionomus torquatus,Plains-wanderer,4885990913.48438,785701.476506878
1175,5,744,Lathamus discolor,Swift Parrot,4885990913.48438,785701.476506878
1175,5,1828,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",4885990913.48438,785701.476506878
1175,5,87645,Miniopterus orianae bassanii,Southern Bent-wing Bat,4885990913.48438,785701.476506878
1176,5,1001,Botaurus poiciloptilus,Australasian Bittern,75942199.2890625,35907.9044694511
1176,5,906,Pedionomus torquatus,Plains-wanderer,75942199.2890625,35907.9044694511
1176,5,744,Lathamus discolor,Swift Parrot,75942199.2890625,35907.9044694511
1176,5,1828,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",75942199.2890625,35907.9044694511
1176,5,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",75942199.2890625,35907.9044694511
1177,5,1001,Botaurus poiciloptilus,Australasian Bittern,77245305.0585938,50020.1543431749
1177,5,906,Pedionomus torquatus,Plains-wanderer,77245305.0585938,50020.1543431749
1177,5,744,Lathamus discolor,Swift Parrot,77245305.0585938,50020.1543431749
1177,5,14030,Senecio behrianus,"Stiff Groundsel, Behr's Groundsel",77245305.0585938,50020.1543431749
1177,5,1828,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",77245305.0585938,50020.1543431749
1178,5,934,Leipoa ocellata,Malleefowl,38958392.4296875,25130.71732465
1178,5,25982,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo,38958392.4296875,25130.71732465
1178,5,1828,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",38958392.4296875,25130.71732465
1178,5,87645,Miniopterus orianae bassanii,Southern Bent-wing Bat,38958392.4296875,25130.71732465
1178,5,76211,Lachnagrostis adamsonii,"Adamson's Blown-grass, Adamson's Blowngrass",38958392.4296875,25130.71732465
1179,5,934,Leipoa ocellata,Malleefowl,779117030.765625,217594.777769787
1179,5,744,Lathamus discolor,Swift Parrot,779117030.765625,217594.777769787
1179,5,1828,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",779117030.765625,217594.777769787
1179,5,87645,Miniopterus orianae bassanii,Southern Bent-wing Bat,779117030.765625,217594.777769787
1179,5,76211,Lachnagrostis adamsonii,"Adamson's Blown-grass, Adamson's Blowngrass",779117030.765625,217594.777769787
1180,5,934,Leipoa ocellata,Malleefowl,194097818.382813,103140.26818802
1180,5,906,Pedionomus torquatus,Plains-wanderer,194097818.382813,103140.26818802
1180,5,82338,Anthochaera phrygia,Regent Honeyeater,194097818.382813,103140.26818802
1180,5,744,Lathamus discolor,Swift Parrot,194097818.382813,103140.26818802
1180,5,1828,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",194097818.382813,103140.26818802
1181,5,934,Leipoa ocellata,Malleefowl,192584570.675781,61074.3283628255
1181,5,906,Pedionomus torquatus,Plains-wanderer,192584570.675781,61074.3283628255
1181,5,25982,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo,192584570.675781,61074.3283628255
1181,5,744,Lathamus discolor,Swift Parrot,192584570.675781,61074.3283628255
1181,5,1828,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",192584570.675781,61074.3283628255
1182,5,1001,Botaurus poiciloptilus,Australasian Bittern,527152284.675781,213963.822596494
1182,5,942,Erythrotriorchis radiatus,Red Goshawk,527152284.675781,213963.822596494
1182,5,82338,Anthochaera phrygia,Regent Honeyeater,527152284.675781,213963.822596494
1182,5,744,Lathamus discolor,Swift Parrot,527152284.675781,213963.822596494
1182,5,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",527152284.675781,213963.822596494
1183,5,1001,Botaurus poiciloptilus,Australasian Bittern,419259735.382813,154661.446767322
1183,5,942,Erythrotriorchis radiatus,Red Goshawk,419259735.382813,154661.446767322
1183,5,744,Lathamus discolor,Swift Parrot,419259735.382813,154661.446767322
1183,5,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",419259735.382813,154661.446767322
1183,5,1656,Delma torquata,"Adorned Delma, Collared Delma",419259735.382813,154661.446767322
1184,5,1001,Botaurus poiciloptilus,Australasian Bittern,138710831.671875,47185.1104689746
1184,5,942,Erythrotriorchis radiatus,Red Goshawk,138710831.671875,47185.1104689746
1184,5,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",138710831.671875,47185.1104689746
1184,5,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",138710831.671875,47185.1104689746
1184,5,1656,Delma torquata,"Adorned Delma, Collared Delma",138710831.671875,47185.1104689746
1185,5,1001,Botaurus poiciloptilus,Australasian Bittern,172087133.703125,82864.1889588256
1185,5,942,Erythrotriorchis radiatus,Red Goshawk,172087133.703125,82864.1889588256
1185,5,19162,Rhodomyrtus psidioides,Native Guava,172087133.703125,82864.1889588256
1185,5,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",172087133.703125,82864.1889588256
1185,5,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",172087133.703125,82864.1889588256
1186,5,1001,Botaurus poiciloptilus,Australasian Bittern,657721825.609375,259248.703188555
1186,5,744,Lathamus discolor,Swift Parrot,657721825.609375,259248.703188555
1186,5,64415,Astacopsis gouldi,"Giant Freshwater Crayfish, Tasmanian Giant Freshwater Lobster",657721825.609375,259248.703188555
1186,5,1828,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",657721825.609375,259248.703188555
1186,5,333,Dasyurus viverrinus,"Eastern Quoll, Luaner",657721825.609375,259248.703188555
1187,5,1001,Botaurus poiciloptilus,Australasian Bittern,190732397.785156,60811.6179130516
1187,5,90381,Thinornis cucullatus cucullatus,"Eastern Hooded Plover, Eastern Hooded Plover",190732397.785156,60811.6179130516
1187,5,22,Neophoca cinerea,"Australian Sea-lion, Australian Sea Lion",190732397.785156,60811.6179130516
1187,5,87597,Tachyglossus aculeatus multiaculeatus,Kangaroo Island Echidna,190732397.785156,60811.6179130516
1187,5,90907,Zephyrarchaea austini,Kangaroo Island Assassin Spider,190732397.785156,60811.6179130516
1188,5,1001,Botaurus poiciloptilus,Australasian Bittern,1050942830.82813,183475.56113142
1188,5,59523,Zanda latirostris,"Carnaby's Black Cockatoo, Short-billed Black-cockatoo",1050942830.82813,183475.56113142
1188,5,330,Dasyurus geoffroii,"Chuditch, Western Quoll",1050942830.82813,183475.56113142
1188,5,294,Myrmecobius fasciatus,Numbat,1050942830.82813,183475.56113142
1188,5,25911,Pseudocheirus occidentalis,"Western Ringtail Possum, Ngwayir, Womp, Woder, Ngoor, Ngoolangit",1050942830.82813,183475.56113142
1189,5,1001,Botaurus poiciloptilus,Australasian Bittern,112921187.859375,60443.4867878138
1189,5,59523,Zanda latirostris,"Carnaby's Black Cockatoo, Short-billed Black-cockatoo",112921187.859375,60443.4867878138
1189,5,330,Dasyurus geoffroii,"Chuditch, Western Quoll",112921187.859375,60443.4867878138
1189,5,294,Myrmecobius fasciatus,Numbat,112921187.859375,60443.4867878138
1189,5,229,Setonix brachyurus,Quokka,112921187.859375,60443.4867878138
1190,5,1001,Botaurus poiciloptilus,Australasian Bittern,111615834.617188,73502.3323349288
1190,5,59523,Zanda latirostris,"Carnaby's Black Cockatoo, Short-billed Black-cockatoo",111615834.617188,73502.3323349288
1190,5,330,Dasyurus geoffroii,"Chuditch, Western Quoll",111615834.617188,73502.3323349288
1190,5,25911,Pseudocheirus occidentalis,"Western Ringtail Possum, Ngwayir, Womp, Woder, Ngoor, Ngoolangit",111615834.617188,73502.3323349288
1190,5,1765,Chelonia mydas,Green Turtle,111615834.617188,73502.3323349288
1191,5,59523,Zanda latirostris,"Carnaby's Black Cockatoo, Short-billed Black-cockatoo",1010049990.82813,207655.979380706
1191,5,330,Dasyurus geoffroii,"Chuditch, Western Quoll",1010049990.82813,207655.979380706
1191,5,294,Myrmecobius fasciatus,Numbat,1010049990.82813,207655.979380706
1191,5,229,Setonix brachyurus,Quokka,1010049990.82813,207655.979380706
1191,5,25911,Pseudocheirus occidentalis,"Western Ringtail Possum, Ngwayir, Womp, Woder, Ngoor, Ngoolangit",1010049990.82813,207655.979380706
1192,5,59523,Zanda latirostris,"Carnaby's Black Cockatoo, Short-billed Black-cockatoo",37468244.3945313,24595.2680860153
1192,5,82674,Engaewa pseudoreducta,Margaret River Burrowing Crayfish,37468244.3945313,24595.2680860153
1192,5,330,Dasyurus geoffroii,"Chuditch, Western Quoll",37468244.3945313,24595.2680860153
1192,5,229,Setonix brachyurus,Quokka,37468244.3945313,24595.2680860153
1192,5,25911,Pseudocheirus occidentalis,"Western Ringtail Possum, Ngwayir, Womp, Woder, Ngoor, Ngoolangit",37468244.3945313,24595.2680860153
1193,5,59523,Zanda latirostris,"Carnaby's Black Cockatoo, Short-billed Black-cockatoo",75092870.2226563,49246.728128092
1193,5,934,Leipoa ocellata,Malleefowl,75092870.2226563,49246.728128092
1193,5,16916,Andersonia axilliflora,Giant Andersonia,75092870.2226563,49246.728128092
1193,5,64939,Persoonia micranthera,Small-flowered Snottygobble,75092870.2226563,49246.728128092
1193,5,229,Setonix brachyurus,Quokka,75092870.2226563,49246.728128092
1194,10,1001,Botaurus poiciloptilus,Australasian Bittern,68748031.3359375,46966.8613179394
1194,10,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",68748031.3359375,46966.8613179394
1194,10,942,Erythrotriorchis radiatus,Red Goshawk,68748031.3359375,46966.8613179394
1194,10,19162,Rhodomyrtus psidioides,Native Guava,68748031.3359375,46966.8613179394
1194,10,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",68748031.3359375,46966.8613179394
1194,10,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Ma",68748031.3359375,46966.8613179394
1194,10,66240,Hippocampus whitei,,68748031.3359375,46966.8613179394
1194,10,1765,Chelonia mydas,,68748031.3359375,46966.8613179394
1194,10,1767,Lepidochelys olivacea,,68748031.3359375,46966.8613179394
1194,10,68751,Carcharias,,68748031.3359375,46966.8613179394
1195,10,1001,Botaurus poiciloptilus,Australasian Bittern,34417372.9140625,23499.0100527626
1195,10,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",34417372.9140625,23499.0100527626
1195,10,744,Lathamus discolor,Swift Parrot,34417372.9140625,23499.0100527626
1195,10,19162,Rhodomyrtus psidioides,Native Guava,34417372.9140625,23499.0100527626
1195,10,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",34417372.9140625,23499.0100527626
1195,10,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [M",34417372.9140625,23499.0100527626
1195,10,66240,Hippocampus whitei,,34417372.9140625,23499.0100527626
1195,10,1765,Chelonia mydas,,34417372.9140625,23499.0100527626
1195,10,1767,Lepidochelys olivacea,,34417372.9140625,23499.0100527626
1195,10,68751,Carcharias taurus,,34417372.9140625,23499.0100527626
1196,10,1001,Botaurus poiciloptilus,Australasian Bittern,1211539647.53516,312941.239268306
1196,10,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",1211539647.53516,312941.239268306
1196,10,90381,Thinornis cucullatus cucullatus,"Eastern Hooded Plover, Eastern Hooded Plover",1211539647.53516,312941.239268306
1196,10,82338,Anthochaera phrygia,Regent Honeyeater,1211539647.53516,312941.239268306
1196,10,744,Lathamus discolor,Swift Parrot,1211539647.53516,312941.239268306
1196,10,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",1211539647.53516,312941.239268306
1196,10,96,Pseudomys novaehollandiae,"New Holland Mouse, Pookil",1211539647.53516,312941.239268306
1196,10,66240,Hippocampus whitei,,1211539647.53516,312941.239268306
1196,10,1765,Chelonia mydas,,1211539647.53516,312941.239268306
1196,10,68751,Carch,,1211539647.53516,312941.239268306
1197,10,90325,Dendronephthya australis,Cauliflower Soft Coral,299615973.652344,138795.462890027
1197,10,1001,Botaurus poiciloptilus,Australasian Bittern,299615973.652344,138795.462890027
1197,10,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",299615973.652344,138795.462890027
1197,10,82338,Anthochaera phrygia,Regent Honeyeater,299615973.652344,138795.462890027
1197,10,744,Lathamus discolor,Swift Parrot,299615973.652344,138795.462890027
1197,10,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",299615973.652344,138795.462890027
1197,10,96,Pseudomys novaehollandiae,"New Holland Mouse, Pookila",299615973.652344,138795.462890027
1197,10,66240,Hippocampus whitei,"White's Seahorse, Cr",299615973.652344,138795.462890027
1197,10,1765,Chelonia mydas,,299615973.652344,138795.462890027
1197,10,68751,Carcharias t,,299615973.652344,138795.462890027
1198,10,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",34934307.078125,23684.7580282522
1198,10,942,Erythrotriorchis radiatus,Red Goshawk,34934307.078125,23684.7580282522
1198,10,82338,Anthochaera phrygia,Regent Honeyeater,34934307.078125,23684.7580282522
1198,10,744,Lathamus discolor,Swift Parrot,34934307.078125,23684.7580282522
1198,10,78866,Gossia gonoclada,Angle-stemmed Myrtle,34934307.078125,23684.7580282522
1198,10,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",34934307.078125,23684.7580282522
1198,10,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambiman",34934307.078125,23684.7580282522
1198,10,1656,Delma torquata,,34934307.078125,23684.7580282522
1198,10,1765,Chelonia mydas,,34934307.078125,23684.7580282522
1198,10,1767,Lepidochelys olivacea,,34934307.078125,23684.7580282522
1199,11,1001,Botaurus poiciloptilus,Australasian Bittern,105932232.601563,49196.1695651481
1199,11,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",105932232.601563,49196.1695651481
1199,11,82338,Anthochaera phrygia,Regent Honeyeater,105932232.601563,49196.1695651481
1199,11,744,Lathamus discolor,Swift Parrot,105932232.601563,49196.1695651481
1199,11,19162,Rhodomyrtus psidioides,Native Guava,105932232.601563,49196.1695651481
1199,11,67178,Davidsonia johnsonii,"Smooth Davidsonia, Smooth Davidson's Plum, Small-leaved Davidson's Plum",105932232.601563,49196.1695651481
1199,11,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capi",105932232.601563,49196.1695651481
1199,11,66240,Hippocampus whitei,,105932232.601563,49196.1695651481
1199,11,1765,Chelonia mydas,,105932232.601563,49196.1695651481
1199,11,1767,Lepidochelys olivac,,105932232.601563,49196.1695651481
1199,11,68751,,,105932232.601563,49196.1695651481
1200,7,1001,Botaurus poiciloptilus,Australasian Bittern,314729157.070313,101073.00089404
1200,7,747,Neophema chrysogaster,Orange-bellied Parrot,314729157.070313,101073.00089404
1200,7,906,Pedionomus torquatus,Plains-wanderer,314729157.070313,101073.00089404
1200,7,25982,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo,314729157.070313,101073.00089404
